3356|749|-1
174|3356|0
174|7018|0
3356|7018|0
3356|714|-1
174|1299|0
3356|1299|0
209|721|-1
3356|209|-1
174|7922|0
3356|7922|0
3356|2152|-1
174|701|0
3356|701|0
174|6461|0
3356|6461|0
3356|8075|0
3356|58453|0
12779|58453|0
3356|7713|0
3356|1239|0
3356|3320|0
3356|5400|-1
174|5400|0
3356|20940|-1
174|2914|0
3356|2914|0
3356|5410|-1
3356|4134|-1
3356|4637|0
174|1239|0
12779|9318|0
3356|4837|-1
3356|12576|-1
3356|15169|0
3356|17557|-1
3356|16509|0
3356|4766|0
3356|9121|-1
3356|5089|0
174|6830|0
12779|5089|0
3356|6830|0
174|5511|0
3356|5607|-1
12779|5607|0
3356|13285|-1
3356|15557|0
174|812|0
3356|812|-1
3356|6762|0
3356|2516|-1
3356|9002|-1
3356|6453|0
174|3491|0
3491|36992|-1
3356|3491|0
3356|8452|-1
12779|8452|0
6762|8452|-1
3356|2609|-1
6762|2609|-1
3491|58453|0
3356|3786|0
12779|3786|0
6762|49666|-1
174|6762|0
3356|5650|-1
3491|36947|-1
6762|36947|-1
3356|16637|-1
3356|19108|-1
3356|6327|-1
3356|7843|0
3356|10796|0
174|12956|0
3356|12956|0
3356|1257|0
3356|5511|0
1273|3209|-1
3356|3209|0
3356|1273|0
12779|3209|0
3356|12874|-1
3356|13335|-1
3356|37100|-1
3356|23764|-1
6762|36884|-1
12779|3462|0
3356|10455|-1
3356|6181|-1
3356|1267|-1
209|1761|-1
6762|7303|-1
3356|7303|-1
6762|26615|-1
3356|8966|-1
1273|36925|-1
3356|37492|-1
3356|11830|-1
3356|2519|-1
3356|44034|-1
12779|44034|0
3356|3292|0
6762|3269|-1
12779|3269|0
3356|30722|0
174|1273|0
1273|30722|-1
3356|12389|-1
3356|3549|-1
3356|5713|-1
3356|55410|-1
1273|55410|-1
3356|18403|-1
3356|6128|-1
3491|6128|0
174|2828|0
3356|2828|0
3356|12430|0
1273|12430|-1
3356|5378|0
1273|5378|-1
3356|3303|0
3356|2119|-1
3356|8708|-1
6667|719|-1
3356|6667|-1
3356|20676|-1
1273|12713|-1
3356|12713|-1
3356|9158|-1
6762|8402|-1
3356|8402|-1
3356|64049|-1
3356|21320|-1
3356|3257|0
3491|20459|-1
3356|6057|-1
1273|7552|-1
3491|7552|-1
3356|6697|-1
3356|50266|-1
3356|6619|-1
3356|39386|-1
6762|39386|-1
174|702|0
3356|702|0
3356|3741|-1
3356|10474|-1
209|210|-1
209|3561|-1
3356|12400|-1
12779|12389|0
3356|9198|-1
6762|16509|-1
3356|48237|-1
174|6453|0
1273|19527|-1
3356|6849|-1
6762|37558|-1
3356|37558|-1
3491|9924|-1
1273|9500|-1
3356|9500|-1
3491|3786|0
12779|17511|0
3356|9680|-1
174|3257|0
3356|36351|-1
3356|12741|-1
12779|8374|0
3356|8447|-1
3356|6848|0
12779|8447|0
3356|5432|-1
174|3320|0
3356|12479|-1
3356|8551|-1
6762|8966|-1
3356|16086|-1
1273|21334|-1
3356|8881|-1
3356|8359|-1
6461|12874|0
1273|12353|-1
3356|9505|-1
3356|37271|-1
3356|37282|-1
6461|5432|0
3356|38040|-1
3356|3223|-1
3356|204523|-1
3356|7792|-1
3356|109|-1
6762|34984|-1
3356|4230|-1
6762|4230|-1
3356|31133|-1
12779|31133|0
1273|12389|-1
3491|2527|-1
3356|21575|-1
6762|21575|-1
6762|5603|-1
3356|5603|-1
12779|5603|0
3356|786|-1
3356|766|-1
3356|30990|-1
6762|30990|-1
209|297|-1
3356|293|-1
6762|11830|-1
3356|40160|-1
3356|6289|-1
3356|3910|-1
3491|4760|-1
6762|12400|-1
3356|15802|-1
1273|3329|-1
3356|14340|-1
12779|9605|0
3356|33891|-1
3356|16342|-1
174|2686|0
3356|2686|0
3356|43515|-1
3356|8781|-1
12779|8781|0
6762|48237|-1
3491|2687|-1
3257|12779|-1
6762|8346|-1
3356|12297|-1
12779|15895|0
3356|15924|-1
1273|15924|-1
3356|3216|-1
3491|45102|-1
3356|17924|-1
3356|26496|-1
3356|12876|-1
3356|29695|-1
3356|16276|-1
1273|9269|-1
12779|18403|0
3356|10099|-1
12779|12312|0
12779|8918|0
3356|1226|-1
3356|20115|0
3356|36149|-1
3356|21928|-1
6762|12849|-1
3356|8468|-1
3356|8422|-1
1273|16019|-1
3356|24940|-1
1273|12302|-1
6461|5610|0
3356|8560|-1
3356|31042|-1
3356|9050|-1
3356|35297|-1
3356|13194|-1
3356|9145|-1
1273|8402|-1
3356|29049|-1
3356|11232|-1
3356|210278|-1
6762|210278|-1
3491|7497|-1
12779|37100|0
3356|30844|-1
3356|7016|0
3356|40676|-1
1273|15502|-1
3356|8400|-1
6762|9534|-1
3356|4826|-1
1273|6648|-1
3491|6648|-1
3356|3|-1
3356|1764|-1
3356|559|-1
12779|559|0
3356|7575|-1
3356|680|-1
3356|22284|-1
3356|553|-1
12779|2852|0
6762|2852|-1
3356|2116|-1
3356|8968|-1
3356|12306|-1
12779|12306|0
3356|46606|-1
3356|6614|-1
3356|3479|-1
3356|2497|0
6762|18734|-1
6762|27747|-1
3356|27747|-1
3491|14080|-1
3356|6939|0
209|22561|-1
3356|14522|-1
3356|47794|-1
6762|16735|-1
3356|2611|-1
3356|41564|-1
3491|7162|-1
3491|4651|-1
12779|9930|0
209|13325|-1
3356|81|-1
3356|22463|-1
3356|6079|-1
3356|852|-1
3356|15704|-1
3356|8220|-1
3356|50010|-1
12779|50010|0
3356|212317|-1
3356|31027|-1
6762|29049|-1
3356|213230|-1
1273|21497|-1
12779|21497|0
3356|20764|-1
12779|45899|0
3356|45758|-1
3491|45899|-1
3356|12083|-1
3356|11404|-1
3356|3737|-1
3356|7459|-1
3491|17639|-1
1273|4773|-1
6762|15924|-1
3356|35805|-1
3356|29518|-1
12779|15169|0
6762|25472|-1
3356|34984|-1
3356|61461|-1
1273|36994|-1
3356|36994|-1
6762|33765|-1
3356|37468|-1
3356|37028|-1
3356|22351|-1
6762|37693|-1
3356|37693|-1
3491|10010|-1
3491|4515|-1
6667|34387|-1
3356|577|-1
209|35916|-1
6762|15735|-1
1273|12663|-1
3356|12578|-1
3356|20485|-1
3356|1680|-1
3356|16097|-1
3356|20771|-1
1273|29049|-1
3356|855|-1
3356|45102|-1
3356|9924|-1
3356|31655|-1
3356|25180|-1
12779|25180|0
209|6224|-1
209|4296|-1
6762|16276|-1
3356|4809|-1
3491|7617|-1
1273|9829|-1
6762|1241|-1
1273|20485|-1
12779|10310|0
3356|10310|-1
12779|20686|0
6762|3302|-1
3356|3302|-1
3356|39642|-1
3356|41313|-1
3356|5413|-1
3356|46887|-1
3356|53264|-1
3356|19855|-1
3356|54489|-1
3356|3598|-1
3356|10396|-1
3356|8001|-1
3356|12200|-1
3356|4213|-1
3491|35908|-1
3356|20021|-1
3356|8717|-1
12779|8717|0
3356|29357|-1
6762|8717|-1
1273|8866|-1
3356|8866|-1
6762|42313|-1
3356|8426|-1
3356|8607|-1
3356|20712|-1
3356|29314|-1
12779|8339|0
3356|1836|-1
12779|1836|0
3356|8697|-1
3356|20804|-1
12779|9044|0
3356|12552|-1
3356|8445|-1
12779|8445|0
3356|8767|-1
3356|57866|-1
3356|15763|-1
12779|5390|0
3356|30950|-1
3356|5578|-1
6667|2586|-1
3356|13101|-1
3356|15830|-1
12779|15703|0
3356|207790|-1
3356|25441|-1
3356|5391|-1
12779|12912|0
3356|13045|-1
12779|13045|0
3356|29396|-1
12779|29396|0
3356|12605|-1
3356|47377|-1
12779|9050|0
3356|8926|-1
3356|12709|-1
6762|35805|-1
3356|8473|-1
12779|8473|0
3491|812|0
